guid,front,back,tags
Qq#w{Zm0R(,"In which languages do all operators have the same precedence, meaning you have to use parentheses?",APL and Smallttalk,"CS::PLChapter06, CS::programming-languages"
BaE{2d-sc8,What is the definition of commands?,A command is a syntactic entity whose evaluation does not necessarily return a value but can have a side effect.,"CS::PLChapter06, CS::programming-languages"
Br~s}@rAx+,In what type of programming languages are commands mostly used?,Imperative programming languages.,"CS::PLChapter06, CS::programming-languages"
x?[cq6R38J,"The result of the evaluation of an expression is a value, what is the result of evaluating a command?",A new state which differs from the start state precisely in the modifications caused by the side-effects of the command itself,"CS::PLChapter06, CS::programming-languages"
OfWA{q7pGT,What is specific about variables in imperative languages?,They are modifiable. They act as containers of references. ,"CS::PLChapter06, CS::programming-languages"
HVWSc=KT54,Why is it often said that functional languages do not have variables?,"In their pure forms, they do not have any modifiable variables.","CS::PLChapter06, CS::programming-languages"
lLPSVwn=0Z,What is the difference between the reference model for variables and the modifiable-variable model?,"In the reference model each variable points to a reference, while the modifiable-variable model each model contains an element.","CS::PLChapter06, CS::programming-languages"
"jw,.Ax3w:V",What type of command is <pre>;</pre>?,A sequential command.,"CS::PLChapter06, CS::programming-languages"
JoaS[@Sv^=,What are composite commands?,"Delimiters used to group a sqeuence of commands, e.g. in C <pre> { 
…
}</pre> This is also called a block.","CS::PLChapter06, CS::programming-languages"
OWqd9dg[^,What are commands for explicit sequence control?,"These are the sequential commands and <i>goto</i>. Let us consider, in addition, the composite command, which allows us to consider a group of commands as a single one, as being in this category.","CS::PLChapter06, CS::programming-languages"
ePQMqX&J!0,What are conditional (or selection) commands?,These are the commands which allow the specification of alternative patths that the competition can take. They depend on the satisfaction of specific conditions.,"CS::PLChapter06, CS::programming-languages"
w|>s;-1S84,What are iterative commands?,"These allow the repetition of a given command for a predefined number of times, or until the satisfactionof specific conditions.","CS::PLChapter06, CS::programming-languages"
E$5ZMcm$7S,What are the two groups we can divide conditional commands into?,<pre>If</pre> and <pre>Case</pre>,"CS::PLChapter06, CS::programming-languages"
J*D7f`A@_C,When was the if command originally introduced?,Algol60,"CS::PLChapter06, CS::programming-languages"
fifo>{oAv(,How is <pre>case</pre> implemented in assembly?,"Using a vector of contiguous cells called a <i>jump table</i>, in which each element of the table contains the address of the first sintruction of the corespond command in the case’s branches.","CS::PLChapter06, CS::programming-languages"
M$T{WsXpJ^,Why use case over a series of nested ifs?,It is more efficient,"CS::PLChapter06, CS::programming-languages"
rEKXgJ&6@y,What are the two basic mechanisms employed to achieve the same effect as goto?,Structured iteration and recursion.,"CS::PLChapter06, CS::programming-languages"
"wvJ_M4Q@o,",What is the most common form of unbounded iteration?,The <i>while</i> command,"CS::PLChapter06, CS::programming-languages"
43)J<g/q],What is special about Pascals while loop?,"It runs before it checks the condition, meaning it will always run once.","CS::PLChapter06, CS::programming-languages"
jgCqS#DqA`,What is bounded iteration also called?,Numerically controlled iteration,"CS::PLChapter06, CS::programming-languages"
B0eiYa:mWF,What is the most common example of a command for bounded iteration?,The <pre>for</pre> command,"CS::PLChapter06, CS::programming-languages"
M6}C$5pQ@R,What kind of <pre>for</pre> commands cannot be translated into a <pre>while</pre>?,"None, every for command can easily be translated into a while. ","CS::PLChapter06, CS::programming-languages"
hNMr-^Iyyu,Why would you use a for loop rather than a while loop?,"for is more compact, it makes understanding what the loop does a lot easier, it can also prevent some common errors. It <i>can</i> also be optimsed better.","CS::PLChapter06, CS::programming-languages"
CMoN|K|-F:,What is the essential idea behind srtuctured control constructs?,"By having a single entry and a single exit point, they allow structuring of the code in which the linear scanning of the program text corresponds to execution flow.","CS::PLChapter06, CS::programming-languages"
zD%Uo1bJ8T,What is mutual recursion?,"When a procedure P calls another procedure Q, which in itst turn, calls P.","CS::PLChapter06, CS::programming-languages"
dTTBk0=Iy0,Why does the presence of recursion in a programming language make it necessary to include dynamic memory management?,"Since it is not possible sttatically to determine the maximum number of instances of a single function that will be active at the same time (and, therefore, to determine the maximum number of activation records required).","CS::PLChapter06, CS::programming-languages"
K60so<?zzM,What automatic technique can be used to transofrm a function into an equivalent one with tail recursion?,Conntinuation passing style.,"CS::PLChapter06, CS::programming-languages"
n`3=7WDpNJ,Is recursion faster than iteration?,"Not necessarily, but with tail recursion it can attain speeds similar to that of iterative.","CS::PLChapter06, CS::programming-languages"
IpBms[*:cH,What is the parameter passing discipline?,"The way in which actual parameters are paired with formal parameters, and the semantics which results from this.","CS::PLChapter07, CS::programming-languages"
imZk>E0/81,"In call by value, what is the link between the formal and the actual parameter? ",There is none,"CS::PLChapter07, CS::programming-languages"
IXX9|#SX&?,What is another name for call by reference?,Call by variable,"CS::PLChapter07, CS::programming-languages"
PezVUKFan1,Is call by reference unidirectional or bidirectional?,Bidirectional,"CS::PLChapter07, CS::programming-languages"
b6^p6YR:*d,What is the opposite of call by value?,"Call by result, rather than copying the value going into the function, it copies the value going out.","CS::PLChapter07, CS::programming-languages"
BvM3Lpi;dx,Why would you use call by result?,If you have parallel things going around while the call by result function is running. ,"CS::PLChapter07, CS::programming-languages"
I7Ins)[^Ge,What is the difference between call by name and call by value?,"Call by name reduces only when the variables are needed, call by value reduces immediately. i.e. f(a, b, c) a = (2+2), b = (4+4), c = (1+1), if a and b are not used, and only c, call by name would only reduce c. Call by name also reduces or computes whenever needed.","CS::PLChapter07, CS::programming-languages"
FXgIN0#aCD,What is structured programming?,"Structured programming is a programming paradigm aimed at improving the clarity, quality, and development time of a computer program by making extensive use of the structured control flow constructs of selection and repetition, block structures, and subroutines","CS::PLChapter06, CS::programming-languages"
g0VkDqkA}c,What is the <i>copy rule?</i>,"<i>Let f be a function with a single formal parameter, x, and let a be an axpression of a type which is compatible witht that of x. A call to f witht an actual parameter a is semantically equivalent to the execution of the body of f in which all occurrences of the formal parameter, x, have been replaced by a.</i> i.e. when a parameter is needed in the program, the actual parameter is put in e.g. 5-7, rather than (-2).","CS::PLChapter07, CS::programming-languages"
vK[3.17mka,"When using dynamic scope, do you use shallow or deep binding?","You don’t need to use a specific one, you can use both.","CS::PLChapter07, CS::programming-languages"
l}e~V(-Rtd,"When using static scope, do you use shallow or deep binding? ",Deep binding,"CS::PLChapter07, CS::programming-languages"
xeMo%V-0!_,What is the simplest and intuitive way in which an abstract machienc an implement exceptions?,"Using a stack of activation records. When a block is entered at runtime, a pointer to the corresponding handler (together with the type of exception to which it refers) is inserted into the activation record (of the current procedure or of the current anonymous block). When a normal exit is made from a protected block (that is, because control transfers from it in the usual way and not through raising an exception), the reference to the handler is removed from the stack. Finally when an exception is raise, the abstract machine look sfor a handler for this exeption in the current activation record. If one is not found, it uses the information in the record to reset the state of the machine, removes the record from the stack and rethrows the exception.","CS::PLChapter07, CS::programming-languages"
dxFI(E-*/.,What is a data type?,"A data type is a homogeneous collection of values, effectively presented, equipped with a set of operations which manipulate these values.","CS::PLChapter08, CS::programming-languages"
mSu1gf]+i$,Why are real number not effectively presentable?,"Because there are real numbers with inifnite decimal expansion, which cannot be obtained by means of any algorithm.","CS::PLChapter08, CS::programming-languages"
JKGenrEgO3,What do most languages require of the type of <i>exp</i> in the following code segment? <pre>x := exp</pre>,"That the type of exp coincides (or better, is compatible) with the (declared) type of x.","CS::PLChapter08, CS::programming-languages"
n38%#+<=hG,What does tail recursion fix over normal recursion?,The problem of the normal recursion using too much memory (as well as some efficiency),"CS::PLMisc, CS::programming-languages"
lg#1wiGd$w,"What does this describe? <br> A type system is this when no program, during its execution, can generate an usignalled error derived from a type violation.","Type safe, meaning no program can violate the distinctions between types defined in that language.","CS::PLChapter08, CS::programming-languages"
QkzpoZ@>06,"Which of the following are a function in imperative languages? Storable, expressable, denotable.","For imperative languages it is only denotable. However, for functional languages functional values can both be denotable and expressible, and in some languages even storable. ","CS::PLChapter08, CS::programming-languages"
sLnispm[LX,"A problem with static type checking is that static types can decree as erroneous, programs that, in reality do not cause a runtime type error, why is this?","A condition that will never be met might assign a type to something that it can not hold, for example <pre>
int x; 
if (0==1) x = “pippo”; 
else x = 3 + 4;</pre>
here the command x = “pippo” would never be executed, but the static type checker would likely still cause an error.","CS::PLChapter08, CS::programming-languages"
nD7^AGlBWz,What are the most common sets of character codes for <i>character</i> types?,ASCII and UNICODE. The representation in store will consist of a single byte with ASCII and two bytes with UNICODE.,"CS::PLChapter08, CS::programming-languages"
I66C!n<:BX,Why do we have no interest in explicitly saying what void returns?,"It will return something unique each time, that is of no use. ","CS::PLChapter08, CS::programming-languages"
v~osfRLC3A,What is the purpose of <pre>void</pre>?,It is used to denote the type of operations that modify the state but return no value.,"CS::PLChapter08, CS::programming-languages"
ldPm/C]<uU,What was the first language to introduce intervals as well as enumerations?,Pascal,"CS::PLChapter08, CS::programming-languages"
u-%Y)--_iL,Are records (or structures) homogenous or heterogeneous?,Heterogeneous,"CS::PLChapter08, CS::programming-languages"
p.)NouNB6<,Can records be nested?,"In many languages, yes.","CS::PLChapter08, CS::programming-languages"
"mn$,=UnTK1",What is the difference between structs and unions in C?,Unions share the same memory location.,"CS::PLChapter08, CS::programming-languages"
P7LYwZ.!bF,What is the size of a union in c? ,It is equal to the type with the largest size.,"CS::PLChapter08, CS::programming-languages"
ITX&jyHmdH,Are arrays homogenous or heterogeneous?,Homogenous,"CS::PLChapter08, CS::programming-languages"
c]}BH.2%+G,What is the most simple operation permitted on an array?,Element selection,"CS::PLChapter08, CS::programming-languages"
wDzRNZ&YvV,Which programming langauges allow the definition of set types?,Pascal and its descendants,"CS::PLChapter08, CS::programming-languages"
O^b8H#-@3a,Some languages permit the direct manipulation of l-values. What is the corresponding type called?,A pointer type,"CS::PLChapter08, CS::programming-languages"
LG`O9ue5g&,Are poitners necessary in a language with refernce model for variables?,"No, every variable is always a reference.","CS::PLChapter08, CS::programming-languages"
JGozyo~lN.,What is explicit deallocation?,When the language makes available a mechanism with which the programmer can release the memory referred to by a pointer. ,"CS::PLChapter08, CS::programming-languages"
tv4.ZCc~|c,"If the definition of a type is opaque, do we have structural equivalence or equivalence by name?",Equivalence by name,"CS::PLChapter08, CS::programming-languages"
KG1)%Tg(H=,"If the definition of a type is transparent, do we have structural equivalence or equivalence by name?",Structural Equivalence,"CS::PLChapter08, CS::programming-languages"
e@*+3YbLdv,What is the definition of equivalence by name?,Two types are equivalent by name only if they have the same name (so a type is equivalent only to itself),"CS::PLChapter08, CS::programming-languages"
i?G/e*>#Z/,"Pascal adopts the rule of <i>weak</i> (or lax) equivalence by name, what does this mean?","The simple renaming of a type does not generate a new type, but only a type alias for the same one.","CS::PLChapter08, CS::programming-languages"
nuYF1ur~PS,"Using <i>weak</i> equivalence by name, which types are equivalent and which are distinct? <pre> 
type T1 = 1..10;
type T2 = 1..10;
type T3 = int; 
type T4 = int;
</pre>",T1 and T2 are distinct but T3 and T4 are equivalent. This is because T3 and T4 are seen as aliases for int.,"CS::PLChapter08, CS::programming-languages"
e53J5UCD7U,"Using <i>non-weak</i> equivalence by name, which types are equivalent and which are distinct?  <pre> 
type T1 = 1..10;
type T2 = 1..10;
type T3 = int; 
type T4 = int;
</pre>",They are all distinct.,"CS::PLChapter08, CS::programming-languages"
f`#ruW.rcS,What does it mean if a language uses opaque type definitions?,Each new definition introduces a new type which is different from every preceding one.,"CS::PLChapter08, CS::programming-languages"
C*1=:+)/P],"In a language with transparent declarations, when are two types equivalent?","if they have the same structure, that is if, substituting names for the relevant definitions, identical types are obtained.","CS::PLChapter08, CS::programming-languages"
N2C*rl&v=8,"Using structual equivalence, which types are equivalent here? <pre>
type T1 = int; 
type T2 = char; 
type T3 = struct {
                           T1 a; 
                           T2 b;
                    }
type T4 = struct {
                           int a; 
                           char b; 
                     }
                   </pre>",T3 and T4 are structurally equivalent.,"CS::PLChapter08, CS::programming-languages"
x@Wj37W81.,What is the definition of compatibility?,"We say that type T is compatible with type S, if a value of type T is permitted in any context in which a value of type S would be admissible.","CS::PLChapter08, CS::programming-languages"
n~wzB4z]g;,"In a language which admits structural equivalence, are two types that are structurally equivalent compatible?","Yes, but not equal.","CS::PLChapter08, CS::programming-languages"
v1|@H@5Nxa,What is implicit conversion (also called coercion or forced conversion)?,This is the case in which the abstract machine inserts a conversion when there is no such indication in the high-level language.,"CS::PLChapter08, CS::programming-languages"
s#T^bS$i9l,What is explicit conversion (or cast)?,This is when the conversion is indicated in the text of the program.,"CS::PLChapter08, CS::programming-languages"
A8;fOas@fV,What is the definition of type coercions?,"In the precense of compatibility between the types T and S, the language allows a value of tyep T to occur where a value of type S is expected. When this happens, the compiler and/or abstract machines inserts a type conversion between T and S.","CS::PLChapter08, CS::programming-languages"
FSIIxKRv:[,"What does this describe? <br/> These are annotations in the language, which specify that a value of one type must be converted to that of another type.",Explicit Conversions,"CS::PLChapter08, CS::programming-languages"
lj5W:^f::),What can universal polymorphism be divided into?,Parametric polymorphism and subtyping or inclusion polymorphism.,"CS::PLChapter08, CS::programming-languages"
DrG$z4UH3B,"If we have defined the name + to be two functions, one which accepts integers, and another which accepts floats, what type of polymorphism would that be?","Overloading, or ad hoc polymorphism. It chooses which function depending on the context.","CS::PLChapter08, CS::programming-languages"
mO]UO(D+JG,What type of polymorphism is <i>null</i>?,"Universal parametric polymorphism, it has an infinite number of different types.","CS::PLChapter08, CS::programming-languages"
k+9uRkvD2$,What type of polymorphism is <pre>void sort(<T> A[])</pre>?,"Universal parametric polymorphism, it has an infinite number of different types.","CS::PLChapter08, CS::programming-languages"
H`dprV@4s:,In what kind of polymorphism is explicit and implicit polymorphism present?,Universal parametric polymorphism.,"CS::PLChapter08, CS::programming-languages"
cICuGK~D)V,Where is subtype polymorphism typically present?,In object-oriented programming languages.,"CS::PLChapter08, CS::programming-languages"
er|}QGU9{T,"What is responsiblie for verifying that a program respects the rules (in particular, the compatibility rules) imposed by the type system?",A language’s type checker,"CS::PLChapter08, CS::programming-languages"
"wAzfNn,7K6",How does the type checker determine the type of complex expressions?,"<b>It performs a simple traversal of the program’s abstract syntax tree</b>. Starting at the leaves (which represent variables and constants whose types are known), it moves upwards through the tree towards the root, computing the type of the composite expressions on the basis of the information provided by the programmer and the information it obtains from the type system (for example, the type system could establish that + is an operator which, when applied to two expression of type int, permits an expression also of type int to be derived, while =, when applied to two arguments of scalar type, gives an expression of type bool).","CS::PLChapter08, CS::programming-languages"
M33_LM`PFk,"Why are C, C++ and all the languages of their family unsafe? ","Because they allow access to the value of a pointer, meaning that the type system is more or less just a methodological suggestion to the programmer, in the sense that they (C, C++) allow the programmer to bypass type checking.","CS::PLChapter08, CS::programming-languages"
BGS)a18_L*,What is a locally unsafe language?,"A language whose type system is well regulated and type checked, but which contain some, limited, constructs which, when used, allow insecure programs to be written.","CS::PLChapter08, CS::programming-languages"
AC|j}H>|9m,What was the first language to introduce type inference?,ML,"CS::PLChapter08, CS::programming-languages"
c%/]ZSe9Rh,When is a language safe?,When the execution of a typed program can never generate a hidden error induced by the violation of a type.,"CS::PLChapter08, CS::programming-languages"
jl%b)4wJC!,What can an abstract machine do when using a tombstone?,"An abstract machine can detect every attempt at dereferencing a dangling reference. Every time an object is allocated in the heap (to be then accessed by a pointer), the abstract machine also allocates an extra word in memory. (This word is called a tombstone)","CS::PLChapter08, CS::programming-languages"
l?$+%2sbk@,How is a tombstone initalised?,"The abstract machine allocates an extra word when an object is allocated in the heap, called the tombstone. The tombstone is initalised with the address of the allocated opbject, and the pointer receives the address of the tombstone. ","CS::PLChapter08, CS::programming-languages"
u#Iox9U(Uw,"Using tombstones, what happens when a poitner is dereferenced?","The abstract machine inserts a second level of indirection, so that it first accesses the tombstone and then uses what it finds there to access the object that is pointed to.","CS::PLChapter08, CS::programming-languages"
"I7r9L!q{,i",What is the cemetery in an abstract machine?,A part of memory containing all of the tombstones,"CS::PLChapter08, CS::programming-languages"
fL%c&fP#~&,How is a lock initialised (locks and keys for dangling references)?,"Every time an object is created on the heap, the object is associated with a lock which is a word of memory in which an arbitraty value is stored. ","CS::PLChapter08, CS::programming-languages"
Iq)xUiq=]J,"Using the locks and keys method for dangling references, what is a pointer composed of?",A pair: the address proper and a key (a word of memory that will be initialised with the value of the lock corresponding to the object being pointed to).,"CS::PLChapter08, CS::programming-languages"
gt`&PJbqZ-,"In languages without explicit memory deallocation, what is necessary for the abstract machine to be equipped with?",A mechanims which could automatically reclaim the memory allocated on the heap that I no longer used (garbage collection).,"CS::PLChapter08, CS::programming-languages"
piJh+jG:3S,When was garbage collection first introduced?,In Lisp around 1960,"CS::PLChapter08, CS::programming-languages"
yOC/FwntXU,What are the two phases of the operation of a garbage collector?,"1. Distinguish those objects that are still alive from those no longer in use (garbage detection); <br/> 2. COllect those objects known no longer to be in use, so that the program can reuse thhem.","CS::PLChapter08, CS::programming-languages"
p&)whkQj?h,What is reference counting?,Determining if an object is in use by seeing if there are any pointers to it.,"CS::PLChapter08, CS::programming-languages"
OAVU*]C.J<,How is reference counting implemented?,"When an object is created on the heap, an integer is allocated at the same time, this integer is the reference counter.","CS::PLChapter08, CS::programming-languages"
Q=j]|K>?|e,When will the mark and sweep method be invoked?,When the free memory available in the heap is close to being exhausted.,"CS::PLChapter08, CS::programming-languages"
L@3cG+u`=w,How does the mark and sweep method function?,"It marks objects with either unused or in use, and then sweeps all of the objects that are unused.","CS::PLChapter08, CS::programming-languages"
N&t1%G1jF%,How can we avoid the fragmentation caused by the mark and sweep technique?,"We can modify the sweep phase and convert it into a compaction phase, where live objects are moved so that they are contiguous and thereby leave a contiguous block of free memory.","CS::PLChapter08, CS::programming-languages"
"vB`,A<(`6k",What does a stop and copy collector do with the heap?,"Divides it into two equally-sized parts. During normal execution, only one of the two semi-spaces is in use. ","CS::PLChapter08, CS::programming-languages"
H.<:M9{HmU,What happens when the memory in the semi-space (one of the two spaces of the heap) is used in the stop and copy collector?,"The garbage collector is invoked, starting with pointers in the stack, it begins visiting the chain of structures held in the current semi-space, copying the structures one by one into the other semi-space, compacting them at one end of the latter. At the end of this process, the role of the two semi-spaces is swapped, and execution returns to the user program. ","CS::PLChapter08, CS::programming-languages"
c|!N8CnF-J,What are the four methods garbage collectors can be based on?,"Reference counters, mark and swapp, mark and compact and copy.","CS::PLChapter08, CS::programming-languages"
"m:z,%iX!/m",What is representation independence?,Two correct implementations of a single specification of an ADT are observationally indistinguishable by the clients of these types. i.e. it is possible to replace its implementation by an equivalent (e.g. more efficient) without it causing any new errors in clients.,"CS::PLChapter09, CS::programming-languages"
"D`,UjUF$W","How do you access a method <i>world</i> from an object, <i>hello</i>?",<pre>hello.world(params)</pre>,"CS::PLChapter10, CS::programming-languages"
"qET{qHaB%,",What is a class?,A moedl for a set of objects.,"CS::PLChapter10, CS::programming-languages"
FpNT+MUv5z,Where are objects most commonly allocated?,In the heap,"CS::PLChapter10, CS::programming-languages"
NlZ6_QxO0k,What is the mechanism of a subclasses ability to modify the definition (the implementation) of a method present in its superclass?,Method overriding,"CS::PLChapter10, CS::programming-languages"
"JrON0HZ,/W",What is the mechanism of a subclesses ability to redefine an instance variable (or field) defined in a superclass called? ,Shadowing.,"CS::PLChapter10, CS::programming-languages"
sGw=BK@S*m,What is an abstract class?,"Classes that cannot have instances, because the class lacks the implementation of some method. In such classes there is only the name and the type (that is, the signature) of one or more methods – their implementation is omitted.","CS::PLChapter10, CS::programming-languages"
ySQ(2ZcW!<,What is the purpose of a constructor?,Initialization of the object’s data.,"CS::PLChapter10, CS::programming-languages"
P@1r^oifOY,"When a language allows for the creation of multiple constructors, what are the two methods of choosing a constructor?","Choosing the constructor along with the creation operation (<i>new</i> in java) or more specific mechanisms, such as what C++ does.","CS::PLChapter10, CS::programming-languages"
ONm2)NATFR,What happens when a subcless doesn’t redefine the methods from its superclass?,It inherits them (the methods),"CS::PLChapter10, CS::programming-languages"
"y/Z_=^<0),",What do many languages do if they want a subclass to be able to access something from it’s superclass that other clients should not be able to do?,"It depends, C++ adds a third view, <i>protected</i>, which allows the subclasses only to access. ","CS::PLChapter10, CS::programming-languages"
H4<{bct^[5,"What do we call it, if a language allows a class to inherit only from a single immediate superclass?",Single (or simple) inheritance.,"CS::PLChapter10, CS::programming-languages"
rY}#TSBKhQ,"What do we call if, if a language allows a class to inherit methods from more than one immediate superclass?",Multiple inhertiance,"CS::PLChapter10, CS::programming-languages"
vVyF4wJ%!P,What allows for compatibility of subtypes and abstraction?,Dynamic Method Lookup,"CS::PLChapter10, CS::programming-languages"
piN6Y2L}%:,When is dynamic lookup executed? When is overloading?,"Dynamic lookup is at runtime, overloading is at compile time.","CS::PLChapter10, CS::programming-languages"
eb0Av~{7Y6,What is the simplest and intuitive way implementation of class and inheritance?,The one which represents the class hierarchy using a linked list. Each element represents a class and contains (pointers to) to implementation of methods that are either defined or redefined in that class. ,"CS::PLChapter10, CS::programming-languages"
yFIKUs@X(.,What is a vtable (virtual function table)?,"A list that contains not just the methods that ar rexplicitly defined or redefined in the class, but also all the moethods inhertied from its superclasses.","CS::PLChapter10, CS::programming-languages"
EBl4JJ#L(9,"When defining a subclass, B of the class A, how is the vtable for B defined?","By copying the one for A, replacing all the methods redefined in B and adding the new methods that b defined at the bottom.","CS::PLChapter10, CS::programming-languages"
Q@T_rnP0UO,What is downcasting?,"If a class’ vtable also contains the name of the class itself, the implementation we have discussed allows downward casts in the class hierarchy.","CS::PLChapter10, CS::programming-languages"
vT.<sgP3`Z,How does the compiler keep track of the nesting level of procedure calls?,"By using the symbol table, a sort of dictionary where, more generally, the compiler stores all the names used in the program and all the information necessary to manage the objects denoted by the names (for example to determine the type) and to implement visibility rules)","CS::PLChapter05, CS::programming-languages"
n@tV0qd%;9,"A problem with the implementation of static scope using the static chain is that we may have to access many memory locations to find a variable, which technique allows the reduction of the number of accesses to a constant (2)?",Display,"CS::PLChapter07, CS::programming-languages"
Hz/QXg^a[*,"Using variable-sized blocks, what happens if the chosen block is much larger than it is needed?",It is divided into two and the unused part is added to thre free list,"CS::PLChapter05, CS::programming-languages"
c{?k:*Mhq,Why is display not used much in modern implementations?,It is more expensive to maintain than the static chain in the call sequence? ,"CS::PLChapter05, CS::programming-languages"
i1sF5^!5E],What is the A-list variant for dynamic scope?,"A list where the associations are stored in a special structure, used like a stack. This is very easy to implement.","CS::PLChapter05, CS::programming-languages"
w6{da$NvUC,What is the access time of A-list?,"Linear, based on the length of the list","CS::PLChapter05, CS::programming-languages"
g>XWAbc<}_,What is the access time of Central Referncing Table (CRT)?,Constant,"CS::PLChapter05, CS::programming-languages"
l4AHTmpG:e,What is the difference between call by name and call by need?,"Call by need is a variant of call by name (if the function argument is evaluated, that value is stored for subsequent use)","CS::PLChapter07, CS::programming-languages"
"l9,Q@QV^Xo",What parameter passing method does haskell use?,Call by need.,"CS::PLChapter07, CS::programming-languages"
D$DIjr&BSM,What is used for implementation of deep binding with dynamic scope?,Closures,"CS::PLChapter07, CS::programming-languages"
"l>y7]c,h}@",What is used for implementation of shallow binding with dynamic scope?,It does not require further implementation,"CS::PLChapter07, CS::programming-languages"
A2$;`{D{``,What is used for implementation of deep binding with static scope?,It is implemented with closures,"CS::PLChapter07, CS::programming-languages"
I{UwjH0a=3,Is there any difference between shallow and deep binding using static scope?,"At first glance it might seem not, but that is not the case. With more than one block declaring the non-local name can be available; e.g. when recursion is present. ","CS::PLChapter07, CS::programming-languages"
C4oSUr*(l5,"In a simple implementation of exceptions, what happens if the first handler on the stack is not the right one, when an exception is raised?","The first handler on the stadck is removed, and the exception is raised again and repeated.","CS::PLChapter07, CS::programming-languages"
b4@x7gh2?>,"If a user can freely allocate memory, but not deallocate memory, what do we use to ensure memory stability?",Garbae collection,"CS::PLChapter08, CS::programming-languages"
Q&n87+pG!b,What is cherney’s algorithm?,A stop and copy method.,"CS::PLChapter08, CS::programming-languages"
Q`vBRNQwjw,What is the basic idea of Abstract Data Types?,To seperate the interface from the implementation.,"CS::PLChapter09, CS::programming-languages"
"F.O,hY<1mC",Enapsulation is the mechanism for seperating what two views?,"The view of the dsigner, a concept has a “detailed” view, and the view of the customer, where the concept has an “abstract” view.","CS::PLChapter09, CS::programming-languages"
Q;>;zqEz;7,What is the difference between subtyping and inheritance?,"Subtyping refers to the compatibility of interfaces, while iheritance refers to the reuse of implementations.","CS::PLChapter10, CS::programming-languages"
Qq<8-s&/{1,What methods are not virtual in java?,Private and final methods,"CS::PLChapter10, CS::programming-languages"
CJAVeM0`xV,"What is this describing? “______ cannot be instantiated, only subclassed”",Abstract classes,"CS::PLChapter10, CS::programming-languages"
mlP~OyG.d~,What is dynamic lookup?,"The code you run depends no the method, arguments and object.","CS::PLChapter10, CS::programming-languages"
eT+vv6M${G,What is late binding? ,The actual implementation of a method or function is not determined until the program is run.,"CS::PLChapter10, CS::programming-languages"
